ROCO_ID,PMC_ID,Keywords,Caption
ROCO_72979,PMC5417632_gr7.jpg,"anterior,head,placement,shunt,lateral,interval,horn,ventriculoperitoneal,axial,noncontrast,ventricle,catheter,left,ct", Axial noncontrast head CT shows interval placement of ventriculoperitoneal shunt catheter terminating in the anterior horn of the left lateral ventricle.
ROCO_72983,PMC2941600_IJMPO-31-28-g003.jpg,"bony,lesion,skull,characteristic,myeloma,multiple,punchedout,typical", Bony lesions in multiple myeloma. The skull demonstrates the typical “punched-out” lesions characteristic of multiple myeloma
ROCO_72985,PMC4467604_poljradiol-80-300-g002.jpg,"area,grade,hgb,sequence,residual,coronal,mri,female,t1w,knee,marrow,gdl,bone,red", The T1WS coronal sequence of knee MRI of a 36-year-old female weighing 66 kg. The residual red bone marrow areas were of grade 3 (Hgb level: 15.1 g/dL).
ROCO_72986,PMC5046038_JOPH2016-4971572.001.jpg,"dystrophy,patient,stromal,image,asoct,haze,granular,depth,location,significant", An AS-OCT image of a patient with granular dystrophy. AS-OCT can accurately show the location and depth of the visually significant stromal haze.
ROCO_72987,PMC5398839_2176-9451-dpjo-22-01-00023-gf7.jpg,"molar,paradental,patient,arrow,third,underwent,orthodontic,treatment,erupted,cyst", Paradental cyst (arrow) in a partially erupted third molar of a patient who previously underwent orthodontic treatment.
ROCO_72988,PMC5479594_pntd.0005646.g003.jpg,"cysticerci,multiple,fiesta,mri,fourth,ventricle,example", Example of multiple cysticerci located in the fourth ventricle (MRI FIESTA).
ROCO_72989,PMC4448692_40644_2015_1_Fig3.jpg,"nerve,patient,isointense,optic,occluded,image,sinu,metastasis,fluid,occipital,axial,t2w,sagittal,signal,bone","  T2W axial image of patient 2, showing metastases in the occipital bone and iso-intense signal in the occluded sagittal sinus. Note the fluid around both optic nerves."
ROCO_72990,PMC5643872_JTHC-12-134-g002.jpg,"angiography,pseudoaneurysm,aorta,psa,tomographic,multidetector,procedure", Multidetector computed tomographic angiography before the procedure shows the pseudoaneurysm of the ascending aorta (PSA).
ROCO_72992,PMC3102491_ASM-31-206-g001.jpg,"right,rounded,show,image,parenchymal,due,fluidattenuation,tissue,lung,ct,area,lateral,axial,chest,attenuation,linear,lobe,consolidation,transverse,basal,posterior,segment,lower,medial,arrow,downward,soft,upward"," Axial CT of chest and lung. Transverse CT image through the lower chest shows a soft tissue attenuation due to parenchymal consolidation in the lateral, posterior and medial basal segments of right lower lobe (upward arrows) with rounded and linear fluid-attenuation areas inside it (downward arrow)."
ROCO_72993,PMC4472873_ijcpd-08-058-g002.jpg,"development,apical,oblique,preoperative,radiograph,fracture,line,root", Preoperative radiograph showing oblique fracture line and arrested apical root development
ROCO_72994,PMC4762563_rbccv-30-06-0673-g01.jpg,"patch,pericardium,bovine", Fixed bovine pericardium patch.
ROCO_72995,PMC4012179_1471-2474-15-133-4.jpg,"sb,bisection,shaft,method", Shaft bisection (SB) measuring method.
ROCO_72996,PMC5488559_JNRP-8-389-g002.jpg,"mas,right,subdural,complete,chronic,evacuation,plain,hematoma,area,postoperative,effect,parietal,brain,single,burr,tomography,hole,shift,resolution,midline", Postoperative computed tomography brain plain demonstrating single burr hole over the right parietal area with complete evacuation of chronic subdural hematoma and resolution of mass effect and midline shift to left
ROCO_72997,PMC4115162_s13022-014-0004-8-3.jpg,"fixation,reduction,external", External fixation and reduction.
ROCO_72999,PMC4992389_PAMJ-24-23-g002.jpg,"node,hilar,mediastinal,bilateral,space,lymphadenopathy,chest,barety,lymph,ct", Mediastinal lymph nodes in Barety space and bilateral hilar lymphadenopathy on chest CT
ROCO_73000,PMC5539668_ABR-6-80-g001.jpg,"control,life,lytic,viru,infection,individual,rest,epsteinbarr,bcell"," Epstein–Barr virus: Once the virus initiates lytic infection, the virus brought under control, it can persists in the individuals B-cells for the rest of life finally"
ROCO_73001,PMC5608773_247_2017_3910_Fig2_HTML.jpg,"bline,lower,multiple,zone,interstitial,boy,pattern,image,confluent,disease,pneumonia,single,lung,show,view,ultrasound,symptom,left", An ultrasound image from the left anterior lower lung zone in a 2-year-old boy who presented with symptoms of pneumonia shows multiple and confluent B-lines in a single view representing an interstitial disease pattern
ROCO_73002,PMC3232493_IPC-2-4-g006.jpg,"mas,regression", Regression of mass
ROCO_73003,PMC4499595_trd-78-258-g002.jpg,"multifocal,upper,appearance,highresolution,consolidation,field,lowerlung,glas,tomography,ground", High-resolution computed tomography revealing multifocal consolidation and ground glass appearance in both upper- and lower-lung fields.
ROCO_73004,PMC4345738_2186-3326-76-0203-g004.jpg,"pelvi,head,right,femoral,wall,image,space,posterior,quadrilateral,trial,axial,inner,arrow,surgery,ct", This shows the CT after surgery. (axial image) The trial femoral head is found in the quadrilateral space in the posterior inner wall of the right pelvis. (arrow head)
ROCO_73005,PMC4818316_gr2.jpg,"landzert,cluster,scan,abdoman,axial,black,loop,show,circle,jejunal", Axial abdomen CT scan shows a “cluster” of jejunal loops in the Landzert’s fossa (black circle).
ROCO_73006,PMC3485646_ci12902805.jpg,"hypertrophied,embolism,show,osteosarcoma,image,draining,pulmonary,scar,feeding,axial,black,vein,white,mas,patient,nodular,early,artery,focal,hyperplasia,central,hypervascular,study,incidental,large,arrow,hepatic", Focal nodular hyperplasia. Axial image made during a pulmonary embolism study performed in a patient with osteosarcoma shows a large incidental hypervascular hepatic mass with a central scar. Note the hypertrophied feeding artery and early draining vein (black arrow). White arrow indicates central scar.
ROCO_73007,PMC3063217_1758-3284-3-15-3.jpg,"preoperative,associated,skull,multiple,area,consistent,level,t2,axial,base,arrow,cyst,aneurysmal,white,hemorrhagic,fluidfluid,bone", Preoperative Axial T2 of the skull base revealed multiple fluid-fluid levels with hemorrhagic areas (white arrow) are consistent with associated aneurysmal bone cyst.
ROCO_73009,PMC5358136_cr-03-230-g001.jpg,"externalization,rv,riata,lead,shock,jude,st,ventricular,quicksite", Externalization of the St Jude QuickSite Left Ventricular Pacing lead and Riata RV Shock lead.
ROCO_73010,PMC3350134_CRIM.SURGERY2012-897184.002.jpg,"intraparenchymal,head,intraventricular,blood,ct", CT of head demonstrates intraventricular and intraparenchymal blood.
ROCO_73012,PMC4817583_jocmr-08-420-g002.jpg,"lesion,cm,area,ultrasound,examination,multilocular,presacral,cystic", An ultrasound examination revealed a multilocular septated cystic lesion measuring 5.7 × 6 cm in the presacral area.
ROCO_73013,PMC2628224_11999_2008_518_Fig6_HTML.jpg,"case,traction,osteotomy,seventeen,nail,fig5,limb,centimeter,day,heel", Osteotomy and traction (nail in the heel). Limb augmented eight centimeters in seventeen days. Same case as Fig. 5.
ROCO_73014,PMC5126146_gr1.jpg,"mri,lumbar", MRI lumbar.
ROCO_73015,PMC3150819_10396_2010_297_Fig4_HTML.jpg,"eusfna,mas,needle,arrow", EUS-FNA with needle inserted into the mass (arrow)
ROCO_73016,PMC5470439_gr2.jpg,"anterior,mas,bowel,displacement,transverse,retroperiotoneal,image,psoa,muscle,consistent,loop"," Transverse image of the mass, showing anterior displacement of the psoas muscle and loops of bowel, consistent with a retroperiotoneal, rather than intraperitoneal, mass."
ROCO_73017,PMC5345974_gr2.jpg,"effusion,right,pleural,xray,consolidation,large,chest,nodule,lung,small,left"," Chest X-ray showing a large left pleural effusion, a small right pleural effusion and some nodules and consolidation in both lungs."
ROCO_73018,PMC3421479_ijos20129f2.jpg,"nerve,right,mandibular,mandible,resorption,premolar,radiograph,second,border,canal,arrowhead,radiolucency,note,thinning,extensive,cortical,inferior,alveolar,plate,panoramic,scalloped,multilocular,ramu,cortex,arrow,root,display",  A panoramic radiograph displays a well defined multilocular radiolucency with scalloped border (arrowheads) extending from the right second mandibular premolar to the mandibular ramus. Extensive root resorption of the right second mandibular premolar and thinning of the cortical plate is detected. Note that the inferior alveolar nerve canal has been displaced inferiorly to the inferior cortex of the mandible (arrows).
ROCO_73020,PMC3368213_CRIM2012-942074.001.jpg,"radiograph,displacement,volume,los,chest,lung,mediastinum,left", Chest radiograph showing loss of volume of her left lung with displacement of the mediastinum to the left.
ROCO_73021,PMC3671522_CRIM.ORTHOPEDICS2013-172352.001.jpg,"right,classification,orthopaedic,femur,radiograph,trochanteric,trauma,fracture,unstable,association", Radiograph showing an unstable trochanteric fracture of the right femur classified as 31-A2.2 according to the Orthopaedic Trauma Association classification.
ROCO_73022,PMC4341390_rb-47-05-0292-g09.jpg,"detectingtumor,peripheral,facilitated,high,patient,zonal,ie,gi,utility,zone,zp,adc,figure1,dwi,map,restricteddiffusion,lesion,normal,normalperipheral,dark,excellent,present,diffusion,anatomy,great,internalgland,iebright,region,value,foci,distinction,fact"," ADC map of the same patient from Figure 1, showing excellent distinction of the zonal anatomy. The normal peripheral zone (ZP) shows high ADC values relative to the normal internal gland (GI). This fact probably explains the great utility of DWI in detecting tumors in the peripheral zone, which present themselves as foci of restricted diffusion (i.e., “dark lesions”) over a region with facilitated (i.e., “bright”) diffusion."
ROCO_73023,PMC5159177_rjw190f01.jpg,"cord,vertebral,level,image,initial,tumor,spinal,axial,resonance,artery,magnetic,c4"," Initial axial magnetic resonance image, showing a tumor compressing the spinal cord and encasing the vertebral artery at the C4 level."
ROCO_73024,PMC2796409_ymj-50-814-g003.jpg,"surgery,month", Six months after surgery.
ROCO_73025,PMC3463069_2049-6958-6-3-183-1.jpg,"opacity,definition,fibrosi,honeycomb,area,glas,showing,scan,highresolution,abbreviation,chest,dorsobasal,tomography,pulmonary,ground,ct"," High-resolution chest ct scan showing pulmonary fibrosis with areas of honeycomb and ground glass opacities particularly in the dorsobasal areas. Definition of abbreviation: CT, computerized tomography."
ROCO_73026,PMC3770034_CRIM.SURGERY2013-193546.001.jpg,"upper,mas,density,showing,scan,fat,quadrant,ct", CT scan showing increased fat density mass in the upper quadrant.
ROCO_73027,PMC3747627_CRIM.MEDICINE2013-373981.002.jpg,"size,tumor,image,dosage,increase,imatinib,month,day,ct", CT image showing increase in tumor size four months after doubling the dosage of imatinib to 800 mg per day.
ROCO_73028,PMC2702939_SJG-14-206-g001.jpg,"abdominal,classic,appearance,scan,administration,intestinal,small,intussusception,oral,bowelinbowel,contrast,ct", A contrast-enhanced abdominal CT scan with oral contrast administration demonstrated classic bowel-in-bowel appearance of small intestinal intussusception
ROCO_73029,PMC5747782_bcr-2017-221928f04.jpg,"scan,intragastric,intraabdominal,metal,fluid,free,abdoman,ct", CT scan of abdomen showing intragastric metal and free intra-abdominal fluid.
ROCO_73031,PMC4792063_CCD-7-82-g003.jpg,"pretreatment,cephalograph,lateral", Pretreatment lateral cephalograph
ROCO_73032,PMC3464333_kjh-47-163-g007.jpg,"upper,lower,right,lesion,posteroanterior,fissure,radiograph,pleural,thoracic,disease,suggestive,mas,field,chest,lung,arrow,castleman,border,incomplete", Thoracic Castleman disease. Posteroanterior chest radiograph shows incomplete upper border of mass (arrows) over right lower lung field suggestive of pleural lesion abutting fissure.
ROCO_73034,PMC4174241_gox-2-e169-g004.jpg,"tomography,image,sagittal", A computed tomography sagittal image is displayed.
ROCO_73035,PMC4093424_jadp-04-155-g02.jpg,"neoplastic,figure,point,consistent,parenchymal,metastasi,brain,nodule,enhancement,small,vermi,circle,meningiti",  Figure 1. Neoplastic Meningitis in the brain. Arrows point to linear enhancement with small nodules in the vermis consistent with neoplastic meningitis. Circle surrounds previously treated parenchymal metastasis.
ROCO_73036,PMC4573647_40658_2015_123_Fig3_HTML.jpg,"right,point,image,yellow,relative,spect,kidney,subject,calibration,flask,initial,administration,location,mip,uptake,therapy,imaging,highest,organ,study,time,side,left"," A MIP image from the initial SPECT study (0.5 h after administration of the therapy commenced) for one subject is shown, indicating the location of the calibration flask (yellow arrow) relative to the subject. The kidneys (red) are seen to be the organs with the highest uptake at this imaging time point. Subject’s right side (R) and left side (L) are indicated"
ROCO_73037,PMC4479906_IJNM-30-191-g004.jpg,"par,bilateral,scan,l5s1,arrow,tomography", Computed tomography scan (L5/S1) showing bilateral pars defects (arrows)
ROCO_73038,PMC5021483_JDR2016-3207043.003.jpg,"image,mtp,xray,joint,foot,resorptive,dorsoplantar,change,left", Dorsoplantar X-ray image of the left foot. Resorptive changes I–III MTP of the joints.
ROCO_73039,PMC3987458_icrj-08-27-g001.jpg,"lao,projection,lead,lateral,valve,prosthetic,lv,position,vein", LAO Projection Showed 3 Prosthetic Valves and Position of 2 LV Leads in the Lateral Veins
ROCO_73042,PMC5240320_hp-28-264-g002.jpg,"xray,right,neck,pelvic,transcervical,femur,fracture,anteroposterior", Pelvic anteroposterior X-ray demonstrating the transcervical fracture of the neck of the right femur.
ROCO_73043,PMC5040629_cureus-0008-000000000700-i02.jpg,"brain,mri,enhancement,sagittal,contrast,view"," Brain MRI, Sagittal View Without Contrast Enhancement"
ROCO_73044,PMC5070289_EUS-5-315-g001.jpg,"aspiration,needle,fineneedle,ultrasonographic,intrahepatic,arrow,view,portal,endoscopic,vein,left", Endoscopic ultrasonographic view. The 19-gauge fine-needle aspiration needle (arrow) in the left intrahepatic portal vein
ROCO_73045,PMC5447534_aps-44-234-g002.jpg,"kneethe,preoperative,right,dense,radiographic,scan,streaky,radiograph,knee,several,calcification"," Preoperative radiograph of the right kneeThe preoperative radiographic scan of the right knee shows several dense, rounded, and streaky calcifications."
ROCO_73046,PMC4735240_15010_2015_780_Fig3_HTML.jpg,"bline,multiple,interstitial,pleura,pattern,consolidation,subpleural,small,transthoracic,present,ultrasonography"," Transthoracic ultrasonography of the pleura shows an interstitial pattern with multiple B-lines. Additionally, small subpleural consolidations are present"
ROCO_73048,PMC3830303_IJEM-17-198-g002.jpg,"large,image,adenoma,coronal,parathyroid,resonance,magnetic", Coronal magnetic resonance imaging image showing large parathyroid adenoma
ROCO_73050,PMC5186790_fphys-07-00651-g0001.jpg,"roi,layer,color,tissue,carotid,intimamedia,longitudinal,wall,complex,location,interest,white,direction,adventitia,view,artery,line,box,tracking,solid,region,bifurcation,motion,mm,common,typical,left"," Longitudinal view of the left common carotid artery, imaged 5 mm to caudal direction from the carotid bifurcation. The typical locations of the regions of interest (ROI) used in the tracking of the longitudinal motion of the carotid wall are presented with white color boxes. ROI of the intima-media complex, solid line; ROI of the adventitia layer, dashed line; ROI of the surrounding tissue, dotted line."
ROCO_73051,PMC3097614_biij-02-e11-g01.jpg,"hypoplastic,arrowhead,aorta,coarctation,arrow,aortic,arch,reconstruction", 2D reconstruction showing hypoplastic aortic arch (arrowheads) with coarctation of aorta (arrow).
ROCO_73054,PMC2964799_JPN-5-68-g003.jpg,"infiltrate,cect,extradural,edema,lobe,frontal,temporal,lobule,perifocal,axial,cortex,small,side,bone"," Axial CECT showing extradural infiltrates extending bilaterally beneath the frontal and temporal bones. On both sides, small lobules were extending into the cortex of the frontal lobes and causing perifocal edema"
ROCO_73055,PMC2995113_SJG-16-315-g005.jpg,"wire,needle,neck,mm,jugular,goose,internal,vein,snare,approach,dpi,left", The wire advanced through the needle is now snared by a goose neck snare placed using the left internal jugular vein approach. 190 × 190 mm (137 × 137 DPI)
ROCO_73056,PMC2989211_586_2010_1280_Fig2_HTML.jpg,"radiograph,boxer,female,dish,t9l7,neutered", Radiograph of an 8-year-old neutered female Boxer with DISH at T9-L7
ROCO_73058,PMC4767834_gr2.jpg,"salient,intraarticular,anchor,view", View of intra-articular salient anchors.
ROCO_73059,PMC4329329_rjv00601.jpg,"scan,image,artery,pulmonary,thrombu,ct", A CT scan image showing thrombus in the pulmonary artery.
ROCO_73060,PMC5055916_CRIS2016-8294056.001.jpg,"body,distal,pancreatic,pseudocyst,arrow", 4.1 cm pancreatic pseudocyst in distal pancreatic body (marked by arrow).
ROCO_73061,PMC4999638_ijcpd-04-049-g007.jpg,"week,obturation", Four weeks after obturation
ROCO_73062,PMC3198252_ijmsv08p0573g01.jpg,"cord,image,gestation,umbilical,ultrasound,threedimensional,arrow,fetal", A three-dimensional ultrasound image demonstrates that each fetal umbilical cord (arrow) is entangled at 14weeks of gestation.
ROCO_73063,PMC4356048_gr4.jpg,"pulmonary,day,edema"," Diminished pulmonary edema after 7 days, ICD removed."
ROCO_73064,PMC4510114_CRIS2015-139647.001.jpg,"oesophagu,object,month,xray,pneumonia,chest,department,foreign", Chest X-ray 6 months prior to admittance to our department. Severe right-sided pneumonia and a suspected foreign object in the oesophagus.
ROCO_73065,PMC3765092_1752-1947-7-206-1.jpg,"right,femoral,wall,scan,thicknes,inguinal,cecal,arrow,hernia,tomography,artery", Computed tomography scan shows the cecal wall thickness within a right inguinal hernia involving the femoral artery (arrow).
ROCO_73066,PMC4532041_kjim-10-2-155-13f2.jpg,"roentgenogram,airspace,5th,consolidation,field,chest,lung,hospital,day", The chest roentgenogram on the 5th hospital day shows aggravated airspace consolidation in both lung fields.
ROCO_73067,PMC3884184_crg-0007-0455-g02.jpg,"absces,conu,cauda,disc,involvement,gadolinium,staining,border,situ,localized,sacral,furthermore,administration,black,white,complete,osteomyeliti,symbol,asterisk,device,diffuse,equina,intervertebral,rectal,medullari,suggestive,mri,arrow,bone,meningeal"," T1-weighted MRI after gadolinium administration. Shown is the presacrally localized abscess (black asterisk) with complete staining of the border. There is diffuse staining of the sacral bone (plus symbols) without involvement of the intervertebral discs, which is suggestive of osteomyelitis. Furthermore, there is diffuse meningeal staining (white arrows) of the conus medullaris and cauda equina. A rectal device (white asterisk) is in situ."
ROCO_73068,PMC3639675_CRIM.GM2013-136153.002.jpg,"upper,leak,gastrografin,arrow,tract,fluoroscopy,gastrointestinal", Gastrografin fluoroscopy on the upper gastrointestinal tract; no leak was identified (arrow pointing to “Sleeve”).
ROCO_73069,PMC3353108_270_2011_281_Fig3_HTML.jpg,"anterior,absces,right,cecumappendiceal,presence,material,space,appendiceal,air,base,formation,pararenal,perforation,configuration,leakage,contrast", Leakage of contrast material from the perforated cecum/appendiceal base into the right anterior pararenal space suggesting appendiceal perforation. Presence of air configurations in the right anterior pararenal space suggesting abscess formation
ROCO_73072,PMC4372879_LI-32-184-g001.jpg,"radiograph,chest,posteroanterior,projection", Chest radiograph in the posteroanterior projection
ROCO_73073,PMC4909887_gr1.jpg,"patient,arrow,yearold,xray,fracture,foot,white,male", Foot X-ray of a 10 year-old male patient (white arrow indicates fracture).
ROCO_73074,PMC2292162_1749-8090-3-12-2.jpg,"atrium,stent,right,svc", SVC stent lying transversely in right atrium.
ROCO_73075,PMC2779312_jkms-20-1070-g001.jpg,"huge,mas,scan,space,tomographic,abdoman,enhancement,retroperitoneal,cystic,side,contrast,left", Computed tomographic scan of the abdomen with contrast enhancement. A huge calcified cystic mass is located in the retroperitoneal space on the left side.
ROCO_73076,PMC4506901_CRIS2015-424650.004.jpg,"fistula,gallbladder,scc,duodenum", SCC of the gallbladder with fistula to the duodenum.
ROCO_73077,PMC2991229_402_2010_1071_Fig2_HTML.jpg,"followup,function,painfree,ulna,patient,compression,ulnar,forearm,fixation,lateral,normal,long,radiograph,hypertrophic,wrist,male,minu,nonunion,mean"," Lateral radiograph showing a successfully treated hypertrophic ulnar non-union in a 38-year-old male. Fixation was obtained by means of a long compression plate-and-(lag)screw. Although this radiograph clearly shows an ulna minus that might have been exacerbated by using compression (shortening the ulna even more), the patient’s wrist and forearm function is normal and he is pain-free at 22 months follow-up"
ROCO_73078,PMC3789308_CRIM.MEDICINE2013-740837.004.jpg,"angiography,patient,tomographic,degree,thrombosi,cava,perivascular,vena,inflammation,significant,inferior", Computed tomographic angiography in patient C showing the thrombosis of the inferior vena cava along with a significant degree of perivascular inflammation.
ROCO_73079,PMC5024907_AJUM-14-12-g001.jpg,"week,stomach,fetal", Dilated fetal stomach at 12 weeks.
ROCO_73081,PMC5426405_IJHS-11-81-g001.jpg,"multiple,bilateral,xray,chest,nodule,variable,pulmonary,size"," Chest X-ray showing bilateral, multiple, variable size, pulmonary nodules"
ROCO_73083,PMC3156522_ASM-31-421-g002.jpg,"septal,right,lesion,cm,gland,marginal,faint,multicystic,septation,abdoman,white,internal,enhancement,scan,adrenal,intravenou,contrast,ct"," An intravenous contrast CT scan of the abdomen showed a well-defined lobulated multicystic lesion, with some having internal septation measuring about 4.3×7.3×5.4 cm (white arrow), originating from the right adrenal gland, which shows faint marginal enhancement as well as septal enhancement."
ROCO_73084,PMC4372883_LI-32-192-g002.jpg,"aorta,presence,thorax,leak,hematoma,black,thin,arrow,active,thick,white,contrast,ct", Contrast CT Thorax showing an organized hematoma (thick white arrow) displacing the aorta anteriorly (thin white arrow). There is presence of an active contrast leak (black arrows)
ROCO_73085,PMC3220110_CCD-1-190-g003.jpg,"alveolar,resorption,radiograph,periapical,crestal,intraoral,bone,interdental", Intraoral periapical radiograph of 34 and 35 revealed interdental alveolar crestal bone resorption
ROCO_73086,PMC5504904_LI-34-398-g004.jpg,"platinum,chemotherapy,chest,radiograph,cycle", Chest Radiograph after three cycles of platinum based chemotherapy
ROCO_73087,PMC4834720_gr2.jpg,"collateral,tortuou,numerou,diagnostic,subtraction,digital,profunda"," Diagnostic digital subtraction angiogram revealing numerous, tortuous profunda collaterals."
ROCO_73088,PMC4870326_cios-8-210-g005.jpg,"real,bony,interinterlocking,nail,window,red,schematic,representation,hole,image,rectangle"," Red rectangle means 1 inter-interlocking hole sized bony window. (This is not real image, but schematic representation of the nail.)"
ROCO_73089,PMC5329854_j_med-2016-0067_fig_003.jpg,"insulinoma,corpo,pancrea", Insulinoma corpo pancreas
ROCO_73093,PMC4901180_gr1.jpg,"apical,right,lobe,open,segment,lower,tooth,black,arrow,incisor", Black open arrow showing incisor tooth in apical segment of right lower lobe.
ROCO_73094,PMC4335121_ijcpd-07-229-g008.jpg,"case,postoperative,opg", Postoperative OPG (Case 3)
ROCO_73096,PMC4004894_cpe-16-011-g004.jpg,"surgery,scintigraphy,accumulation,mibi", MIBI scintigraphy after surgery showed no MIBI accumulation.
ROCO_73098,PMC2709968_1757-1626-0002-0000006455-1.jpg,"bile,duct,lineer,image,material,content,hyperden,membrane,cyst,ct", CT image showing dilated bile ducts which contain lineer hyperdens material corresponding to germinative membranes and other cyst contents.
ROCO_73099,PMC4060406_JCIS-4-23-g004.jpg,"uteru,pelvi,mas,angiomyxoma,female,scan,solid,image,show,bladder,white,large,abdoman,axial,arrow,urinary,lesion,hypodense,perineal,ct", 43-year-old female with protruding perineal mass diagnosed with angiomyxoma. Contrast-enhanced axial CT scan image of abdomen and pelvis shows a large hypodense mass lesion displacing urinary bladder and uterus anteriorly (white solid arrow).
ROCO_73100,PMC2631494_1752-1947-3-1-2.jpg,"brightnes,edema,distal,image,right,open,pathologic,superior,arrowhead,achille,calcaneu,lowdensity,inflammation,softtissue,finding,patient,complete,floppy,end,rupture,tendon,tissue,t1,dense,bone,arrow,heel"," T1-weighted image of the patient's right heel. T1 images do not amplify the brightness of low-density tissue, and therefore do not risk obscuring pathologic findings in more dense tissues, such as tendon and bone. On the image above, arrows follow the complete rupture of the Achilles tendon. Note how the distal end lays 'floppy' over the superior calcaneus (asterisk). The open arrow-heads note intervening inflammation and soft-tissue edema."
ROCO_73101,PMC3432331_CRIM.OTOLARYNGOLOGY2012-537381.003.jpg,"preservation,parotid,image,fat,tumor,gland,plane,mri,postgd", T1-weighted post-Gd MRI image showing preservation of a fat plane between the tumor and parotid gland.
ROCO_73102,PMC3183642_ATM-6-231-g001.jpg,"radiograph,chest,posteroanterior,view", Chest radiograph (posteroanterior view)
ROCO_73103,PMC3063495_pamj-06-08-g001.jpg,"droite,prioste,ostolyse,radiographie,avec,regard,montrant,face,cote,une,raction,thoracique", radiographie thoracique de face montrant une ostéolyse avec réaction périostée en regard de l’arc postérieur de la 6ème cote droite.
ROCO_73105,PMC3427957_ebsj01019-002a.jpg,"axial,c7,image,fracture,burst", An axial image of a C7 burst fracture.
ROCO_73106,PMC5141638_13005_2016_133_Fig3_HTML.jpg,"alveolar,nerve,lesion,scan,impacted,tooth,beam,coronal,cone,radiolucent,inferior,cystic", Coronal cone beam scan showing the impacted tooth with radiolucent cystic lesion superior the inferior alveolar nerve
ROCO_73107,PMC5633262_cureus-0009-00000001554-i02.jpg,"abdoman,sectionct,retrocardiac,lymphadenopathy,ct", CT abdomen (transverse section)CT abdomen showing retrocardiac lymphadenopathy
ROCO_73108,PMC3031074_SNI-2-11-g004.jpg,"canal,preoperative,thickeningossification,longitudinal,level,spine,scan,due,vertebral,spinal,posterior,ligament,year,c2,cervical,ct", Preoperative CT scan cervical Spine done 20 years back reveals - spinal canal narrowing due to thickening/ossification of posterior longitudinal ligament at C2 vertebral level
ROCO_73109,PMC3183691_ASM-31-533-g002.jpg,"solitary,mas,lesion,lobe,abdoman,liver,hypodense,ct,left", CT abdomen showing well-defined solitary hypodense mass lesion in left lobe of liver.
ROCO_73111,PMC3678777_OL-05-05-1643-g00.jpg,"sagittal,lesion,signal,nodular,characteristic,image,hypothalamu,high,posterior,mri,resonance,section,patient,pituitary,region,magnetic", Enhanced magnetic resonance image (MRI) of the sagittal section of patient 1 showing the nodular lesions below the hypothalamus region. The posterior pituitary continued to lack the characteristic high signal.
ROCO_73112,PMC3514891_eplasty12e52_fig2.jpg,"angiography,short,tomographic,preoperative,long,perforator,deep,arrow,epigastric,inferior", Right (short arrow) and left (long arrow) deep inferior epigastric perforators on preoperative computed tomographic angiography.
ROCO_73113,PMC4601444_IJD-60-521a-g002.jpg,"skeletal,lucency,survey,long,metaphysial,bone", Skeletal survey showing metaphysial lucencies of long bones
ROCO_73115,PMC4723359_gr5.jpg,"resorption,joint,scapula,intact,subtotal,glenohumeral"," Subtotal resorption of the scapula, leaving the glenohumeral joint intact."
ROCO_73116,PMC3150695_jcu-19-105-g001.jpg,"duplex,initial,month,subintimal,position,acoustic,shadow,injury,pellet", A Duplex ultrasound six months after the injury depicts the subintimal pellet in the initial position with an acoustic shadow.
ROCO_73118,PMC4145475_EUS-3-152-g008.jpg,"lesion,figure,cancer,luminal,diagnosi,aspiration,needle,appearance,concurrent,complex,mhz,ultrasoundfine,image,radial,patient,intervention,contour,structure,endoscopic"," 7.5 MHz radial image of the lesion shown in Figure 4a. The lesion manifests as a complex, multi-layered structure with a complex luminal contour. Endoscopic ultrasound-fine needle aspiration was deferred given the appearance, and the patient declined any intervention on the lesion given that she had a concurrent cancer diagnosis"
ROCO_73119,PMC4416373_kjp-53-2-215f3.jpg,"extravasation,definitive,margin,lateral,lower,contour,splenic,media,angiogram,irregularity,contrast"," No definitive extravasation of contrast media was viewed on the splenic angiogram, but contour irregularity was noted in the lateral lower margin."
ROCO_73120,PMC3293004_1752-1947-6-54-4.jpg,"body,screw,right,posteroanterior,triquetral,image,evidence,radiograph,week,wrist,situ,nonunion,compression"," Posteroanterior radiograph of the right wrist at six weeks post-operation. The image shows no evidence of triquetral body non-union, and compression screws in situ."
ROCO_73122,PMC3666366_CRIM.PATHOLOGY2013-798435.001.jpg,"core,bony,central,matrix,scan,sunburst,lateral,seventh,mas,large,chest,aspect,left,rib,ct", CT scan of the chest showing a large mass of the left lateral aspect of the seventh rib with bony matrix and sunburst central core.
ROCO_73124,PMC4093635_ijcpd-05-06-g010.jpg,"chitracpc,stevenel,exposed,tooth,inflammation,mag,moderate,pulp"," Moderate inflammation in exposed pulp of tooth treated with Chitra-CPC (Stevenel's Blue staining, at 4× mag)"
ROCO_73125,PMC5649729_wjon-01-014-g002.jpg,"laterocevical,image,heterogeneou,tumor,coronal,mr,signal", Coronal T2-weighted MR image showing a laterocevical tumor with heterogeneous signal.
ROCO_73127,PMC5375949_10-1055-s-0036-1593834-i0484or-6.jpg,"lesion,polypoid",  Polypoid lesion.
ROCO_73130,PMC3994271_1752-1947-8-108-1.jpg,"tumor,head,stomach,scan,tomographic,large,arrow,finding,calcification", Computed tomographic findings of the tumor. A computed tomographic scan showing a large tumor measuring 56 × 55mm accompanied by calcification. An arrow indicates the tumor; the arrow head indicates the stomach.
